systems,bootstrap_replicates,random_seed,delta_acceptable_rate,delta_acceptable_rate_ci_low,delta_acceptable_rate_ci_high,delta_mean_DockQ,delta_mean_DockQ_ci_low,delta_mean_DockQ_ci_high
500,2000,20260815,0.0,-0.010000000000000009,0.010000000000000009,0.0027322684981366807,-0.003864102445636235,0.00955740579686152
