systems,bootstrap_replicates,random_seed,delta_acceptable_rate,delta_acceptable_rate_ci_low,delta_acceptable_rate_ci_high,delta_mean_DockQ,delta_mean_DockQ_ci_low,delta_mean_DockQ_ci_high
500,2000,20260815,0.006000000000000005,-0.008000000000000007,0.020000000000000018,0.0011621757512214614,-0.0052820796275090485,0.007434894054474114
